t_s,dt_s,conf,cx,cy,size_x,size_y,dist_x_cm,dist_y_cm,dist_avg_cm,yaw_err_deg,pitch_err_deg,pid_yaw,pid_pitch,yaw_out_deg,pitch_out_deg
23.688,0.1100,0.663,686,374,36,72,90.000,119.999,104.999,4.312,-1.721,0.863,-0.344,6.700,21.400
23.813,0.1250,0.547,684,382,41,80,79.024,107.999,93.512,4.125,-2.704,0.825,-0.541,6.700,21.300
23.891,0.0780,0.553,678,383,28,54,115.714,159.999,137.856,3.562,-2.827,0.713,-0.565,7.100,20.700
23.984,0.0930,0.572,679,424,39,84,83.077,102.856,92.966,3.656,-7.867,0.731,-1.573,7.500,20.100
24.078,0.0940,0.642,673,487,35,74,92.571,116.756,104.663,3.094,-15.612,0.619,-3.122,7.800,18.500
24.188,0.1100,0.649,671,513,34,73,95.294,118.355,106.825,2.906,-18.808,0.581,-3.762,8.100,14.800
24.297,0.1090,0.666,669,470,42,81,77.143,106.666,91.904,2.719,-13.522,0.544,-2.704,8.300,11.200
24.391,0.0940,0.698,667,448,38,84,85.263,102.856,94.060,2.531,-10.818,0.506,-2.164,8.500,8.200
24.484,0.0930,0.734,662,475,36,77,90.000,112.207,101.103,2.062,-14.137,0.413,-2.827,8.600,6.100
24.594,0.1100,0.716,655,465,42,81,77.143,106.666,91.904,1.406,-12.907,0.281,-2.581,8.700,2.700
24.688,0.0940,0.739,643,432,41,79,79.024,109.366,94.195,0.281,-8.851,0.056,-1.770,8.800,1.500
24.781,0.0930,0.686,629,394,38,76,85.263,113.683,99.473,-1.031,-4.180,-0.206,-0.836,8.800,-0.700
24.891,0.1100,0.686,610,362,39,75,83.077,115.199,99.138,-2.812,-0.246,-0.562,-0.049,8.800,-1.300
24.984,0.0930,0.704,592,346,40,79,81.000,109.366,95.183,-4.500,1.721,-0.900,0.344,8.600,-1.200
25.094,0.1100,0.692,586,347,42,77,77.143,112.207,94.675,-5.062,1.598,-1.012,0.320,8.100,-0.800
25.203,0.1090,0.719,587,353,42,78,77.143,110.768,93.955,-4.969,0.860,-0.994,0.172,7.500,-0.500
25.297,0.0940,0.766,595,362,39,79,83.077,109.366,96.221,-4.219,-0.246,-0.844,-0.049,6.900,-0.300
25.375,0.0780,0.738,604,368,41,79,79.024,109.366,94.195,-3.375,-0.983,-0.675,-0.197,6.400,-0.600
25.484,0.1090,0.728,620,373,42,81,77.143,106.666,91.904,-1.875,-1.598,-0.375,-0.320,6.100,-0.600
25.578,0.0940,0.715,645,376,43,83,75.349,104.095,89.722,0.469,-1.967,0.094,-0.393,6.000,-0.900
25.688,0.1100,0.693,681,377,44,82,73.636,105.365,89.501,3.844,-2.090,0.769,-0.418,6.000,-1.300
25.781,0.0930,0.641,726,353,51,138,63.529,62.608,63.069,8.062,0.860,1.613,0.172,7.400,-1.400
25.891,0.1100,0.678,762,357,56,138,57.857,62.608,60.233,11.438,0.369,2.288,0.074,7.700,-1.400
26.000,0.1090,0.682,782,361,53,138,61.132,62.608,61.870,13.312,-0.123,2.663,-0.025,10.200,-1.700
26.109,0.1090,0.730,770,379,48,82,67.500,105.365,86.432,12.188,-2.336,2.438,-0.467,12.100,-1.700
26.188,0.0790,0.669,727,345,54,134,60.000,64.477,62.238,8.156,1.844,1.631,0.369,14.400,-2.400
26.281,0.0930,0.645,685,363,46,82,70.435,105.365,87.900,4.219,-0.369,0.844,-0.074,15.600,-1.900
26.391,0.1100,0.762,616,363,44,82,73.636,105.365,89.501,-2.250,-0.369,-0.450,-0.074,16.000,-2.100
26.484,0.0930,0.708,592,362,42,83,77.143,104.095,90.619,-4.500,-0.246,-0.900,-0.049,16.000,-2.200
26.578,0.0940,0.724,564,359,42,82,77.143,105.365,91.254,-7.125,0.123,-1.425,0.025,15.600,-2.100
26.688,0.1100,0.783,554,357,39,82,83.077,105.365,94.221,-8.062,0.369,-1.613,0.074,14.700,-1.900
26.781,0.0930,0.802,558,359,36,78,90.000,110.768,100.384,-7.687,0.123,-1.537,0.025,13.200,-1.800
26.891,0.1100,0.774,569,359,37,82,87.567,105.365,96.466,-6.656,0.123,-1.331,0.025,12.100,-1.800
27.000,0.1090,0.767,586,358,35,83,92.571,104.095,98.333,-5.062,0.246,-1.012,0.049,11.100,-1.800
27.094,0.0940,0.774,594,357,35,82,92.571,105.365,98.968,-4.312,0.369,-0.863,0.074,10.700,-1.700
27.188,0.0940,0.778,599,355,36,82,90.000,105.365,97.682,-3.844,0.615,-0.769,0.123,9.400,-1.600
27.297,0.1090,0.799,604,357,37,82,87.567,105.365,96.466,-3.375,0.369,-0.675,0.074,9.500,-1.500
27.391,0.0940,0.778,604,357,38,82,85.263,105.365,95.314,-3.375,0.369,-0.675,0.074,9.100,-1.400
27.500,0.1090,0.773,607,357,35,82,92.571,105.365,98.968,-3.094,0.369,-0.619,0.074,8.800,-1.200
27.594,0.0940,0.705,614,347,35,78,92.571,110.768,101.670,-2.438,1.598,-0.488,0.320,8.600,-1.100
27.688,0.0940,0.709,623,301,38,83,85.263,104.095,94.679,-1.594,7.253,-0.319,1.451,8.500,-0.800
27.797,0.1090,0.597,614,305,36,75,90.000,115.199,102.599,-2.438,6.761,-0.488,1.352,8.500,0.600
27.891,0.0940,0.623,603,362,25,55,129.600,157.090,143.345,-3.469,-0.246,-0.694,-0.049,8.400,2.200
28.000,0.1090,0.685,596,379,20,46,162.000,187.824,174.912,-4.125,-2.336,-0.825,-0.467,8.100,2.100
28.109,0.1090,0.554,602,351,20,51,162.000,169.410,165.705,-3.562,1.106,-0.713,0.221,7.700,1.700
28.188,0.0790,0.508,607,348,18,49,180.000,176.325,178.162,-3.094,1.475,-0.619,0.295,7.300,1.800
28.281,0.0930,0.438,614,346,18,44,180.000,196.362,188.181,-2.438,1.721,-0.488,0.344,7.200,2.100
28.391,0.1100,0.480,621,378,19,40,170.526,215.998,193.262,-1.781,-2.213,-0.356,-0.443,7.000,2.500
28.484,0.0930,0.506,622,376,20,40,162.000,215.998,188.999,-1.688,-1.967,-0.338,-0.393,7.000,2.000
28.594,0.1100,0.523,622,366,21,43,154.285,200.928,177.607,-1.688,-0.738,-0.338,-0.148,7.000,1.600
28.688,0.0940,0.536,622,366,22,43,147.272,200.928,174.100,-1.688,-0.738,-0.338,-0.148,7.100,1.500
28.797,0.1090,0.549,622,367,21,44,154.285,196.362,175.324,-1.688,-0.860,-0.338,-0.172,7.200,1.000
28.891,0.0940,0.606,622,367,20,45,162.000,191.998,176.999,-1.688,-0.860,-0.338,-0.172,7.200,1.000
29.000,0.1090,0.567,620,362,20,44,162.000,196.362,179.181,-1.875,-0.246,-0.375,-0.049,7.200,0.900
29.094,0.0940,0.584,618,362,21,40,154.285,215.998,185.142,-2.062,-0.246,-0.413,-0.049,7.200,0.900
29.203,0.1090,0.597,619,361,23,45,140.869,191.998,166.434,-1.969,-0.123,-0.394,-0.025,7.200,1.000
29.297,0.0940,0.603,621,364,21,40,154.285,215.998,185.142,-1.781,-0.492,-0.356,-0.098,7.200,0.900
29.391,0.0940,0.595,623,363,20,45,162.000,191.998,176.999,-1.594,-0.369,-0.319,-0.074,7.100,0.900
29.484,0.0930,0.588,622,363,20,45,162.000,191.998,176.999,-1.688,-0.369,-0.338,-0.074,7.100,0.800
29.594,0.1100,0.560,622,362,20,43,162.000,200.928,181.464,-1.688,-0.246,-0.338,-0.049,7.200,0.700
29.672,0.0780,0.579,621,360,21,44,154.285,196.362,175.324,-1.781,-0.000,-0.356,0.000,7.200,0.700
29.797,0.1250,0.585,621,360,21,44,154.285,196.362,175.324,-1.781,-0.000,-0.356,0.000,7.200,0.700
29.891,0.0940,0.579,620,360,24,44,135.000,196.362,165.681,-1.875,-0.000,-0.375,0.000,7.100,0.700
30.000,0.1090,0.615,624,360,20,45,162.000,191.998,176.999,-1.500,-0.000,-0.300,0.000,7.200,0.700
30.078,0.0780,0.589,625,364,21,44,154.285,196.362,175.324,-1.406,-0.492,-0.281,-0.098,7.200,0.600
30.188,0.1100,0.591,625,378,22,44,147.272,196.362,171.817,-1.406,-2.213,-0.281,-0.443,7.300,0.600
30.297,0.1090,0.580,627,371,18,43,180.000,200.928,190.464,-1.219,-1.352,-0.244,-0.270,7.300,-0.200
30.406,0.1090,0.595,630,385,18,43,180.000,200.928,190.464,-0.938,-3.073,-0.188,-0.615,7.400,0.000
30.484,0.0780,0.516,632,392,18,41,180.000,210.730,195.365,-0.750,-3.934,-0.150,-0.787,7.400,-0.800
30.594,0.1100,0.451,636,395,20,38,162.000,227.366,194.683,-0.375,-4.302,-0.075,-0.860,7.400,-1.500
30.703,0.1090,0.397,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,-2.000
30.734,0.0310,0.434,639,377,18,34,180.000,254.115,217.057,-0.094,-2.090,-0.019,-0.418,7.400,-2.600
30.891,0.1570,0.456,640,375,19,34,170.526,254.115,212.321,0.000,-1.844,0.000,-0.369,7.400,-2.800
30.984,0.0930,0.444,640,384,20,57,162.000,151.578,156.789,0.000,-2.950,0.000,-0.590,7.400,-3.700
31.094,0.1100,0.476,638,376,19,53,170.526,163.017,166.772,-0.188,-1.967,-0.038,-0.393,7.400,-3.700
31.188,0.0940,0.469,638,365,19,43,170.526,200.928,185.727,-0.188,-0.615,-0.038,-0.123,7.400,-4.300
31.297,0.1090,0.483,639,356,18,36,180.000,239.998,209.999,-0.094,0.492,-0.019,0.098,7.400,-4.300
31.391,0.0940,0.514,639,358,18,41,180.000,210.730,195.365,-0.094,0.246,-0.019,0.049,7.500,-4.200
31.438,0.0470,0.531,637,384,19,40,170.526,215.998,193.262,-0.281,-2.950,-0.056,-0.590,7.400,-4.800
31.594,0.1560,0.574,639,368,18,55,180.000,157.090,168.545,-0.094,-0.983,-0.019,-0.197,7.500,-4.700
31.688,0.0940,0.546,642,368,19,56,170.526,154.284,162.405,0.188,-0.983,0.038,-0.197,7.500,-5.000
31.781,0.0930,0.536,642,373,19,42,170.526,205.712,188.119,0.188,-1.598,0.038,-0.320,7.500,-5.200
31.891,0.1100,0.530,642,369,20,42,162.000,205.712,183.856,0.188,-1.106,0.038,-0.221,7.500,-5.500
31.984,0.0930,0.518,644,343,19,43,170.526,200.928,185.727,0.375,2.090,0.075,0.418,7.500,-5.700
32.078,0.0940,0.543,643,341,18,43,180.000,200.928,190.464,0.281,2.336,0.056,0.467,7.600,-4.900
32.188,0.1100,0.567,643,371,19,42,170.526,205.712,188.119,0.281,-1.352,0.056,-0.270,7.600,-4.900
32.281,0.0930,0.561,643,351,21,43,154.285,200.928,177.607,0.281,1.106,0.056,0.221,7.600,-5.100
32.391,0.1100,0.575,644,349,20,43,162.000,200.928,181.464,0.375,1.352,0.075,0.270,7.700,-4.600
32.500,0.1090,0.579,644,350,19,41,170.526,210.730,190.628,0.375,1.229,0.075,0.246,7.700,-4.500
32.594,0.0940,0.567,644,378,20,44,162.000,196.362,179.181,0.375,-2.213,0.075,-0.443,7.700,-4.400
32.703,0.1090,0.583,645,355,18,43,180.000,200.928,190.464,0.469,0.615,0.094,0.123,7.700,-4.800
32.781,0.0780,0.563,644,352,19,44,170.526,196.362,183.444,0.375,0.983,0.075,0.197,7.700,-4.700
32.891,0.1100,0.567,643,380,19,44,170.526,196.362,183.444,0.281,-2.459,0.056,-0.492,7.700,-4.500
32.984,0.0930,0.583,643,373,20,54,162.000,159.999,160.999,0.281,-1.598,0.056,-0.320,7.800,-5.100
33.094,0.1100,0.567,643,367,20,54,162.000,159.999,160.999,0.281,-0.860,0.056,-0.172,7.800,-5.300
33.188,0.0940,0.575,643,365,21,53,154.285,163.017,158.651,0.281,-0.615,0.056,-0.123,7.800,-5.500
33.281,0.0930,0.586,643,363,21,53,154.285,163.017,158.651,0.281,-0.369,0.056,-0.074,7.800,-5.600
33.391,0.1100,0.538,643,343,21,42,154.285,205.712,179.999,0.281,2.090,0.056,0.418,7.800,-5.500
33.484,0.0930,0.562,644,361,20,53,162.000,163.017,162.509,0.375,-0.123,0.075,-0.025,7.800,-5.400
33.547,0.0630,0.531,643,347,21,42,154.285,205.712,179.999,0.281,1.598,0.056,0.320,7.800,-5.100
33.688,0.1410,0.506,644,348,19,41,170.526,210.730,190.628,0.375,1.475,0.075,0.295,7.900,-4.700
33.781,0.0930,0.502,644,349,19,38,170.526,227.366,198.946,0.375,1.352,0.075,0.270,7.900,-4.500
33.891,0.1100,0.466,644,354,19,40,170.526,215.998,193.262,0.375,0.738,0.075,0.148,7.900,-4.400
34.000,0.1090,0.450,645,356,18,41,180.000,210.730,195.365,0.469,0.492,0.094,0.098,7.900,-4.300
34.094,0.0940,0.427,644,356,19,36,170.526,239.998,205.262,0.375,0.492,0.075,0.098,7.900,-4.100
34.188,0.0940,0.362,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.900,-4.100
34.234,0.0460,0.396,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.900,-4.100
34.281,0.0470,0.423,645,365,20,54,162.000,159.999,160.999,0.469,-0.615,0.094,-0.123,7.900,-4.100
34.391,0.1100,0.498,645,366,18,53,180.000,163.017,171.509,0.469,-0.738,0.094,-0.148,7.900,-4.200
34.484,0.0930,0.443,646,364,17,53,190.588,163.017,176.803,0.562,-0.492,0.113,-0.098,8.000,-4.500
34.578,0.0940,0.451,645,362,17,53,190.588,163.017,176.803,0.469,-0.246,0.094,-0.049,8.000,-4.400
34.641,0.0630,0.423,644,361,20,55,162.000,157.090,159.545,0.375,-0.123,0.075,-0.025,8.000,-4.400
34.703,0.0620,0.448,646,362,19,53,170.526,163.017,166.772,0.562,-0.246,0.113,-0.049,8.000,-4.400
34.766,0.0630,0.470,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.000,-4.400
34.828,0.0620,0.452,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.000,-4.400
34.891,0.0630,0.425,646,362,17,53,190.588,163.017,176.803,0.562,-0.246,0.113,-0.049,8.000,-4.400
34.969,0.0780,0.469,645,362,18,53,180.000,163.017,171.509,0.469,-0.246,0.094,-0.049,8.100,-4.500
35.047,0.0780,0.439,647,362,18,53,180.000,163.017,171.509,0.656,-0.246,0.131,-0.049,8.100,-4.400
35.109,0.0620,0.419,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.100,-4.500
35.172,0.0630,0.425,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.100,-4.500
35.234,0.0620,0.436,646,362,17,53,190.588,163.017,176.803,0.562,-0.246,0.113,-0.049,8.100,-4.500
35.297,0.0630,0.449,645,362,17,53,190.588,163.017,176.803,0.469,-0.246,0.094,-0.049,8.100,-4.500
35.375,0.0780,0.458,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.200,-4.500
35.438,0.0630,0.464,646,362,17,53,190.588,163.017,176.803,0.562,-0.246,0.113,-0.049,8.200,-4.500
35.500,0.0620,0.379,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.200,-4.500
35.547,0.0470,0.403,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.200,-4.500
35.609,0.0620,0.440,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.300,-4.500
35.672,0.0630,0.446,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.400,-4.500
35.750,0.0780,0.444,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.300,-4.500
35.813,0.0630,0.435,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.300,-4.500
35.875,0.0620,0.452,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.300,-4.500
35.922,0.0470,0.480,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.400,-4.500
35.984,0.0620,0.463,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.400,-4.500
36.047,0.0630,0.468,646,361,19,51,170.526,169.410,169.968,0.562,-0.123,0.113,-0.025,8.400,-4.500
36.109,0.0620,0.457,646,361,17,51,190.588,169.410,179.999,0.562,-0.123,0.113,-0.025,8.400,-4.500
36.172,0.0630,0.471,646,361,17,51,190.588,169.410,179.999,0.562,-0.123,0.113,-0.025,8.400,-4.500
36.234,0.0620,0.460,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.500,-4.500
36.313,0.0790,0.422,647,361,18,51,180.000,169.410,174.705,0.656,-0.123,0.131,-0.025,8.500,-4.500
36.391,0.0780,0.415,646,361,17,51,190.588,169.410,179.999,0.562,-0.123,0.113,-0.025,8.500,-4.500
36.453,0.0620,0.406,646,361,17,51,190.588,169.410,179.999,0.562,-0.123,0.113,-0.025,8.500,-4.500
36.516,0.0630,0.436,646,361,17,51,190.588,169.410,179.999,0.562,-0.123,0.113,-0.025,8.500,-4.500
36.594,0.0780,0.382,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.500,-4.500
36.641,0.0470,0.398,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.500,-4.500
36.688,0.0470,0.452,646,361,18,50,180.000,172.798,176.399,0.562,-0.123,0.113,-0.025,8.500,-4.500
36.750,0.0620,0.421,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.500,-4.500
36.813,0.0630,0.435,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.500,-4.500
36.875,0.0620,0.475,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.600,-4.500
36.938,0.0630,0.482,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.600,-4.500
37.000,0.0620,0.481,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.600,-4.500
37.063,0.0630,0.469,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.600,-4.500
37.109,0.0460,0.443,646,362,18,53,180.000,163.017,171.509,0.562,-0.246,0.113,-0.049,8.600,-4.500
37.188,0.0790,0.459,646,361,18,55,180.000,157.090,168.545,0.562,-0.123,0.113,-0.025,8.700,-4.500
37.266,0.0780,0.471,646,360,18,53,180.000,163.017,171.509,0.562,-0.000,0.113,0.000,8.700,-4.500
37.328,0.0620,0.488,646,361,18,51,180.000,169.410,174.705,0.562,-0.123,0.113,-0.025,8.700,-4.500
37.406,0.0780,0.472,646,361,18,50,180.000,172.798,176.399,0.562,-0.123,0.113,-0.025,8.700,-4.500
37.469,0.0630,0.474,646,360,18,52,180.000,166.152,173.076,0.562,-0.000,0.113,0.000,8.700,-4.500
37.531,0.0620,0.471,646,360,18,52,180.000,166.152,173.076,0.562,-0.000,0.113,0.000,8.700,-4.500
37.609,0.0780,0.435,647,356,16,40,202.500,215.998,209.249,0.656,0.492,0.131,0.098,8.800,-4.500
37.688,0.0790,0.425,646,361,18,55,180.000,157.090,168.545,0.562,-0.123,0.113,-0.025,8.800,-4.400
37.750,0.0620,0.446,646,355,18,39,180.000,221.537,200.768,0.562,0.615,0.113,0.123,8.800,-4.300
37.891,0.1410,0.466,645,364,19,53,170.526,163.017,166.772,0.469,-0.492,0.094,-0.098,8.800,-4.400
37.984,0.0930,0.471,645,359,19,43,170.526,200.928,185.727,0.469,0.123,0.094,0.025,8.900,-4.400
38.047,0.0630,0.465,645,362,19,53,170.526,163.017,166.772,0.469,-0.246,0.094,-0.049,8.900,-4.400
38.109,0.0620,0.457,645,362,18,53,180.000,163.017,171.509,0.469,-0.246,0.094,-0.049,8.900,-4.400
38.172,0.0630,0.441,646,357,18,43,180.000,200.928,190.464,0.562,0.369,0.113,0.074,9.000,-4.400
38.297,0.1250,0.456,646,363,18,55,180.000,157.090,168.545,0.562,-0.369,0.113,-0.074,9.100,-4.300
38.391,0.0940,0.486,646,357,18,43,180.000,200.928,190.464,0.562,0.369,0.113,0.074,9.100,-4.400
38.484,0.0930,0.481,645,362,17,52,190.588,166.152,178.370,0.469,-0.246,0.094,-0.049,9.200,-4.300
38.547,0.0630,0.489,644,362,19,53,170.526,163.017,166.772,0.375,-0.246,0.075,-0.049,9.200,-4.300
38.609,0.0620,0.468,645,363,18,52,180.000,166.152,173.076,0.469,-0.369,0.094,-0.074,9.200,-4.300
38.688,0.0790,0.282,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.200,-4.400
38.734,0.0460,0.274,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.200,-4.400
38.781,0.0470,0.266,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.200,-4.400
38.828,0.0470,0.258,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.200,-4.400
38.875,0.0470,0.238,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.300,-4.400
38.922,0.0470,0.201,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.300,-4.400
38.969,0.0470,0.182,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.300,-4.400
39.016,0.0470,0.198,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.300,-4.400
39.063,0.0470,0.193,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.300,-4.400
39.109,0.0460,0.306,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.300,-4.400
39.156,0.0470,0.417,639,304,18,40,180.000,215.998,197.999,-0.094,6.884,-0.019,1.377,9.300,-3.200
39.297,0.1410,0.772,639,277,19,46,170.526,187.824,179.175,-0.094,10.203,-0.019,2.041,9.400,-3.000
39.391,0.0940,0.547,649,205,29,53,111.724,163.017,137.371,0.844,19.054,0.169,3.811,9.400,-0.200
39.500,0.1090,0.572,660,152,37,84,87.567,102.856,95.212,1.875,25.569,0.375,5.114,9.400,3.100
39.594,0.0940,0.653,673,157,38,86,85.263,100.464,92.864,3.094,24.954,0.619,4.991,9.400,7.100
39.703,0.1090,0.703,677,194,38,80,85.263,107.999,96.631,3.469,20.406,0.694,4.081,10.200,13.600
39.797,0.0940,0.719,674,234,36,76,90.000,113.683,101.842,3.188,15.489,0.638,3.098,10.100,16.600
39.906,0.1090,0.725,668,263,36,78,90.000,110.768,100.384,2.625,11.924,0.525,2.385,10.300,20.000
40.000,0.0940,0.751,669,274,34,76,95.294,113.683,104.489,2.719,10.572,0.544,2.114,10.500,22.300
40.078,0.0780,0.683,671,269,34,78,95.294,110.768,103.031,2.906,11.186,0.581,2.237,11.100,25.200
40.188,0.1100,0.708,679,254,38,76,85.263,113.683,99.473,3.656,13.030,0.731,2.606,11.300,26.600
40.281,0.0930,0.639,681,241,44,70,73.636,123.427,98.532,3.844,14.628,0.769,2.926,11.500,29.600
40.391,0.1100,0.662,671,246,39,64,83.077,134.999,109.038,2.906,14.014,0.581,2.803,12.300,32.700
40.500,0.1090,0.684,668,271,40,62,81.000,139.354,110.177,2.625,10.940,0.525,2.188,12.400,34.700
40.578,0.0780,0.643,661,294,38,60,85.263,143.999,114.631,1.969,8.113,0.394,1.623,12.300,34.500
40.688,0.1100,0.601,646,290,41,60,79.024,143.999,111.511,0.562,8.605,0.113,1.721,12.400,34.800
40.766,0.0780,0.598,636,287,40,62,81.000,139.354,110.177,-0.375,8.974,-0.075,1.795,12.500,34.800
40.828,0.0620,0.513,629,278,42,64,77.143,134.999,106.071,-1.031,10.080,-0.206,2.016,12.400,34.800
40.891,0.0630,0.457,631,270,25,47,129.600,183.828,156.714,-0.844,11.063,-0.169,2.213,12.400,34.800
40.969,0.0780,0.458,632,236,28,24,115.714,359.997,237.855,-0.750,15.243,-0.150,3.049,12.500,34.800
41.047,0.0780,0.468,640,209,19,22,170.526,392.724,281.625,0.000,18.562,0.000,3.712,12.500,34.800
41.109,0.0620,0.440,648,188,27,28,120.000,308.569,214.284,0.750,21.143,0.150,4.229,12.500,34.800
41.188,0.0790,0.405,659,175,26,26,124.615,332.305,228.460,1.781,22.741,0.356,4.548,12.500,34.800
41.281,0.0930,0.373,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,34.800
41.328,0.0470,0.338,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.500,34.800
41.375,0.0470,0.424,644,208,25,27,129.600,319.997,224.798,0.375,18.685,0.075,3.737,12.600,34.800
41.438,0.0630,0.348,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,34.800
41.484,0.0460,0.341,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,34.800
41.531,0.0470,0.337,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,34.800
41.578,0.0470,0.331,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,34.800
41.625,0.0470,0.394,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,34.800
41.672,0.0470,0.409,675,167,14,22,231.428,392.724,312.076,3.281,23.725,0.656,4.745,12.900,34.700
41.781,0.1090,0.373,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,34.800
41.844,0.0630,0.357,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,34.800
41.891,0.0470,0.369,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,34.800
41.938,0.0470,0.361,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,34.800
41.984,0.0460,0.389,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.900,34.800
42.031,0.0470,0.377,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,34.700
42.078,0.0470,0.359,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,34.800
42.125,0.0470,0.358,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,34.700
42.172,0.0470,0.353,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,34.700
42.219,0.0470,0.345,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.266,0.0470,0.315,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.313,0.0470,0.268,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.359,0.0460,0.283,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.406,0.0470,0.275,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.438,0.0320,0.253,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.484,0.0460,0.258,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.531,0.0470,0.250,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.578,0.0470,0.316,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.625,0.0470,0.357,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.672,0.0470,0.316,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
42.719,0.0470,0.329,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.100,34.700
42.766,0.0470,0.310,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
42.813,0.0470,0.278,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
42.859,0.0460,0.270,,,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.200,34.700
